POLICY_NUMBER,INSURANCE_TYPE,PREMIUM_AMOUNT,TENURE
PLC00007880,Health,116.53,10
PLC00009616,Health,102.2,44
PLC00000715,Property,80.66,83
PLC00000928,Property,139.37,97
PLC00004994,Motor,134.42,109
PLC00005049,Motor,101.73,79
PLC00003211,Mobile,7.35,62
PLC00001988,Life,76.72,79
PLC00003658,Property,125.23,101
PLC00009472,Travel,94.87,63
PLC00000727,Travel,66.8,93
PLC00000440,Property,127.12,113
PLC00009790,Life,50.1,94
PLC00009343,Travel,78.35,33
PLC00005596,Life,68.11,71
PLC00000576,Motor,132.62,111
PLC00007387,Mobile,7.21,78
PLC00000086,Health,181.09,8
PLC00008488,Property,117.36,64
PLC00006414,Travel,80.8,7
PLC00007641,Property,116.32,76
PLC00003531,Mobile,7.38,54
PLC00008552,Property,128.34,68
PLC00002511,Life,94.16,90
PLC00000805,Life,50.41,33
PLC00007877,Motor,134.96,26
PLC00004562,Travel,76.37,39
PLC00003161,Health,124.4,87
PLC00008445,Mobile,7.4,69
PLC00008981,Property,155.58,95
PLC00004867,Motor,76.35,77
PLC00004230,Mobile,10.72,38
PLC00000063,Motor,118.98,111
PLC00005078,Health,181.79,71
PLC00003233,Life,73.22,91
PLC00003381,Motor,127.69,29
PLC00003960,Mobile,9.8,41
PLC00006154,Life,81.97,72
PLC00002680,Travel,74.87,107
PLC00006541,Life,92.79,63
PLC00006974,Travel,71.34,57
PLC00002609,Mobile,9.3,53
PLC00003974,Mobile,10.08,87
PLC00007514,Health,194.15,43
PLC00003796,Health,148.9,87
PLC00006614,Travel,94.06,64
PLC00005496,Property,92.43,43
PLC00000651,Motor,83.78,11
PLC00006161,Mobile,10.46,85
PLC00005746,Health,110.26,16
PLC00008629,Motor,106.01,9
PLC00009134,Travel,63.94,73
PLC00009713,Life,97.6,13
PLC00002445,Mobile,8.84,70
PLC00006846,Health,111.11,74
PLC00009786,Health,103.17,112
PLC00009633,Motor,78.01,91
PLC00001713,Mobile,6.01,17
PLC00005604,Property,93.63,11
PLC00009891,Mobile,8.68,37
PLC00000469,Motor,131.23,18
PLC00001311,Life,78.26,55
PLC00002079,Motor,78.67,33
PLC00000840,Life,75.6,80
PLC00006895,Motor,73.34,83
PLC00001825,Health,153.74,78
PLC00009147,Life,84.57,101
PLC00007456,Travel,86.6,13
PLC00004573,Mobile,8.0,16
PLC00006586,Health,118.61,84
PLC00001283,Property,107.02,86
PLC00006055,Life,62.04,64
PLC00004686,Mobile,9.82,39
PLC00004137,Motor,124.37,106
PLC00000594,Health,144.09,112
PLC00007001,Mobile,11.25,12
PLC00004008,Property,101.4,95
PLC00004190,Travel,91.07,71
PLC00008343,Health,103.05,87
PLC00001772,Motor,91.03,116
PLC00006998,Property,106.48,63
PLC00003335,Health,169.34,78
PLC00005151,Life,58.15,35
PLC00002748,Life,85.3,57
PLC00004052,Motor,136.35,76
PLC00004062,Health,115.5,49
PLC00003001,Life,55.69,59
PLC00001961,Motor,73.44,95
PLC00006603,Property,158.99,52
PLC00008034,Life,97.83,72
PLC00008372,Health,199.45,93
PLC00008161,Motor,130.11,106
PLC00007375,Life,54.05,104
PLC00008108,Life,65.73,61
PLC00008268,Health,167.28,63
PLC00000071,Mobile,7.6,99
PLC00009651,Life,81.49,77
PLC00008561,Property,100.56,104
PLC00002956,Property,133.19,119
PLC00004307,Mobile,11.3,34
PLC00008233,Property,119.18,21
PLC00009494,Health,146.06,61
PLC00004608,Health,166.45,19
PLC00003737,Travel,51.18,109
PLC00006551,Health,162.36,11
PLC00004668,Travel,94.89,56
PLC00001274,Travel,72.52,94
PLC00007156,Mobile,6.74,75
PLC00004301,Travel,84.24,64
PLC00001335,Mobile,7.48,71
PLC00008819,Mobile,7.08,67
PLC00006009,Health,193.95,114
PLC00004356,Health,143.62,114
PLC00009382,Property,132.65,67
PLC00007099,Travel,65.19,25
PLC00000018,Life,88.02,93
PLC00003264,Health,176.96,73
PLC00009566,Health,127.3,117
PLC00002292,Travel,82.09,39
PLC00004828,Property,90.45,85
PLC00003637,Travel,68.38,23
PLC00008394,Mobile,11.46,55
PLC00009297,Motor,103.16,115
PLC00004394,Motor,105.45,99
PLC00002930,Life,53.62,70
PLC00007306,Travel,54.39,115
PLC00005288,Health,179.68,61
PLC00005531,Health,156.55,106
PLC00006797,Life,83.77,116
PLC00000862,Motor,111.08,119
PLC00005897,Health,188.54,67
PLC00004838,Life,56.91,104
PLC00002471,Motor,90.48,28
PLC00007517,Health,158.52,70
PLC00003106,Health,126.83,73
PLC00008559,Property,137.54,48
PLC00006889,Travel,58.55,57
PLC00005408,Property,119.91,98
PLC00004109,Health,108.84,7
PLC00006589,Mobile,7.52,93
PLC00008367,Life,95.94,64
PLC00009193,Life,52.94,18
PLC00005466,Mobile,10.53,7
PLC00005856,Motor,90.26,51
PLC00000960,Motor,95.96,82
PLC00007134,Mobile,8.17,15
PLC00001615,Property,139.05,67
PLC00006056,Motor,110.64,49
PLC00006448,Mobile,11.63,112
PLC00001783,Motor,100.46,21
PLC00005379,Motor,113.19,68
PLC00006165,Travel,87.19,30
PLC00006444,Motor,113.14,103
PLC00008894,Life,96.05,118
PLC00007439,Health,132.95,92
PLC00001839,Property,111.33,15
PLC00006685,Mobile,6.22,88
PLC00001692,Mobile,6.66,103
PLC00009373,Health,135.03,26
PLC00008804,Property,95.71,96
PLC00008423,Property,152.13,107
PLC00007583,Property,99.72,116
PLC00006946,Motor,70.88,48
PLC00007849,Property,134.08,80
PLC00003657,Property,85.16,12
PLC00002211,Property,101.27,99
PLC00002135,Travel,61.04,116
PLC00005349,Mobile,8.57,50
PLC00001385,Motor,100.63,17
PLC00001904,Health,172.46,35
PLC00004708,Motor,100.57,45
PLC00000763,Health,171.05,93
PLC00006972,Motor,126.36,18
PLC00007854,Property,85.2,117
PLC00009362,Property,89.26,84
PLC00006191,Life,72.48,58
PLC00008176,Health,130.46,106
PLC00006426,Travel,76.26,106
PLC00009514,Life,74.91,33
PLC00009058,Property,148.17,102
PLC00009403,Travel,72.21,72
PLC00003799,Property,138.3,47
PLC00007925,Life,52.85,60
PLC00009084,Health,156.87,26
PLC00006364,Travel,70.57,75
PLC00007401,Property,124.98,23
PLC00005927,Travel,62.77,104
PLC00005983,Motor,118.7,76
PLC00004749,Property,106.87,46
PLC00004800,Travel,91.25,22
PLC00006738,Property,84.83,76
PLC00000418,Health,121.84,111
PLC00001712,Property,119.04,106
PLC00004529,Motor,113.96,7
PLC00005244,Travel,92.94,59
PLC00001849,Property,122.61,30
PLC00000739,Motor,81.58,75
PLC00004145,Health,175.14,44
PLC00004564,Travel,91.97,33
PLC00007400,Motor,117.06,30
PLC00001436,Mobile,7.78,56
PLC00003325,Life,85.15,55
PLC00007513,Life,98.45,54
PLC00002596,Property,108.06,84
PLC00003606,Motor,103.98,54
PLC00004517,Motor,109.68,64
PLC00006799,Mobile,10.92,10
PLC00000332,Mobile,6.33,21
PLC00002979,Life,68.28,88
PLC00002067,Health,155.95,53
PLC00001617,Mobile,11.53,102
PLC00001888,Health,105.19,30
PLC00000252,Motor,134.06,38
PLC00003819,Property,85.09,49
PLC00003203,Health,140.37,61
PLC00006483,Travel,55.26,101
PLC00006881,Travel,98.29,16
PLC00008796,Property,86.79,73
PLC00003312,Health,190.29,111
PLC00009267,Motor,139.73,9
PLC00001791,Property,112.95,22
PLC00004247,Motor,77.06,13
PLC00005528,Mobile,8.9,38
PLC00003881,Life,89.02,63
PLC00001711,Travel,74.85,46
PLC00007050,Life,56.56,87
PLC00006265,Property,146.69,74
PLC00004419,Mobile,9.31,117
PLC00003616,Life,81.31,103
PLC00007530,Property,136.55,43
PLC00004260,Mobile,6.11,107
PLC00000058,Health,174.61,31
PLC00004762,Health,194.61,11
PLC00009721,Mobile,10.73,81
PLC00000224,Travel,64.99,25
PLC00008999,Travel,83.65,83
PLC00000166,Travel,65.25,61
PLC00008080,Health,108.73,25
PLC00009141,Mobile,6.25,81
PLC00007427,Life,91.86,112
PLC00008887,Life,97.36,11
PLC00008436,Health,162.31,33
PLC00005556,Health,133.54,87
PLC00004285,Mobile,11.47,79
PLC00009024,Travel,59.29,23
PLC00000065,Travel,72.56,83
PLC00005512,Motor,112.23,61
PLC00000294,Motor,110.42,19
PLC00004067,Motor,87.6,107
PLC00006841,Motor,107.56,70
PLC00001704,Property,88.13,14
PLC00008659,Life,94.13,11
PLC00002519,Life,89.68,9
PLC00003034,Motor,94.31,71
PLC00000998,Travel,78.27,15
PLC00008941,Property,105.6,36
PLC00000023,Motor,85.86,113
PLC00002892,Motor,102.35,38
PLC00001846,Mobile,11.88,106
PLC00002087,Mobile,9.47,61
PLC00008845,Health,184.59,33
PLC00006192,Property,106.51,104
PLC00002695,Travel,64.48,55
PLC00009975,Travel,65.41,96
PLC00008384,Life,97.5,111
PLC00005007,Motor,124.89,51
PLC00007645,Motor,91.95,99
PLC00004523,Health,187.02,32
PLC00000401,Motor,71.51,64
PLC00003696,Travel,81.25,97
PLC00005445,Travel,86.21,100
PLC00007625,Health,140.86,108
PLC00008226,Property,121.17,38
PLC00001667,Mobile,10.26,34
PLC00007036,Travel,88.83,98
PLC00003506,Life,79.6,68
PLC00005735,Life,60.79,113
PLC00007833,Property,118.43,113
PLC00001893,Health,163.03,43
PLC00007113,Property,88.39,116
PLC00004324,Mobile,9.42,86
PLC00001008,Travel,50.91,76
PLC00000978,Mobile,10.27,46
PLC00004560,Travel,71.64,80
PLC00003272,Property,114.74,86
PLC00000890,Mobile,6.13,85
PLC00006678,Travel,50.85,93
PLC00002381,Property,85.37,20
PLC00003437,Health,152.61,66
PLC00002610,Property,118.2,33
PLC00008637,Property,94.57,103
PLC00008430,Life,72.76,39
PLC00000014,Property,122.95,44
PLC00007503,Travel,57.79,19
PLC00007812,Motor,123.44,77
PLC00008323,Motor,109.72,85
PLC00004269,Life,61.0,64
PLC00001359,Health,194.25,109
PLC00001140,Health,162.15,41
PLC00002532,Mobile,9.84,78
PLC00003431,Life,70.1,67
PLC00009661,Property,135.01,64
PLC00005734,Property,114.84,32
PLC00005294,Property,102.48,78
PLC00004703,Life,59.9,18
PLC00009994,Mobile,9.43,52
PLC00001655,Travel,62.85,107
PLC00005208,Health,172.86,68
PLC00005639,Health,116.16,62
PLC00008364,Health,195.99,88
PLC00005736,Property,101.54,85
PLC00003314,Travel,52.17,6
PLC00000529,Motor,85.67,117
PLC00001802,Health,112.11,12
PLC00008225,Travel,62.04,27
PLC00001213,Mobile,11.04,59
PLC00008446,Motor,121.05,47
PLC00001103,Health,103.58,94
PLC00002619,Mobile,11.6,60
PLC00009274,Travel,89.46,15
PLC00001544,Travel,90.76,19
PLC00004670,Health,192.48,42
PLC00008055,Mobile,8.08,31
PLC00004420,Travel,88.91,78
PLC00008235,Motor,115.95,45
PLC00008046,Property,156.36,6
PLC00009040,Motor,97.41,70
PLC00009637,Property,140.3,23
PLC00005210,Life,72.43,114
PLC00007841,Health,107.43,27
PLC00002785,Property,149.16,23
PLC00001143,Property,122.91,108
PLC00009066,Property,144.27,62
PLC00006629,Health,114.63,9
PLC00002882,Mobile,9.77,78
PLC00005695,Motor,122.3,75
PLC00001072,Motor,129.66,104
PLC00008994,Mobile,11.48,9
PLC00007819,Property,83.94,52
PLC00004142,Mobile,8.19,17
PLC00003769,Health,101.48,39
PLC00009603,Travel,62.87,87
PLC00008504,Travel,89.74,20
PLC00001074,Health,195.46,81
PLC00007169,Life,90.5,58
PLC00004516,Travel,65.68,88
PLC00000732,Motor,88.74,107
PLC00002599,Motor,114.52,82
PLC00008521,Motor,100.57,102
PLC00007208,Health,165.47,61
PLC00002324,Mobile,9.91,11
PLC00002313,Health,139.66,8
PLC00006814,Property,95.81,94
PLC00006185,Health,112.85,55
PLC00001298,Travel,81.87,31
PLC00009528,Property,83.15,19
PLC00004376,Property,103.01,77
PLC00001409,Travel,64.27,56
PLC00007008,Motor,99.99,42
PLC00007426,Life,77.39,80
PLC00007434,Health,182.86,37
PLC00000248,Life,67.23,107
PLC00009121,Travel,57.72,27
PLC00005174,Mobile,8.45,74
PLC00005227,Travel,82.93,65
PLC00001777,Property,145.5,9
PLC00006057,Mobile,9.11,90
PLC00008351,Health,156.36,103
PLC00003160,Life,50.71,24
PLC00003350,Mobile,7.23,94
PLC00007176,Health,161.77,114
PLC00000889,Life,51.76,10
PLC00000061,Motor,87.78,33
PLC00007550,Mobile,10.78,23
PLC00003803,Property,123.28,91
PLC00003691,Property,131.94,75
PLC00004819,Life,95.97,94
PLC00008356,Health,103.55,108
PLC00003713,Mobile,9.7,82
PLC00002692,Life,93.32,109
PLC00003496,Life,70.61,59
PLC00004680,Mobile,9.79,30
PLC00007263,Motor,91.55,84
PLC00004176,Travel,93.13,110
PLC00008882,Mobile,8.24,92
PLC00002837,Motor,115.6,108
PLC00004466,Travel,80.11,96
PLC00003046,Motor,91.45,115
PLC00000487,Health,145.91,46
PLC00002212,Property,123.48,45
PLC00007352,Property,159.19,45
PLC00008863,Travel,60.11,34
PLC00001858,Property,131.97,56
PLC00002002,Health,163.1,116
PLC00007453,Motor,91.8,55
PLC00004487,Life,57.39,80
PLC00006101,Motor,109.65,72
PLC00001360,Life,63.25,61
PLC00005670,Health,170.49,119
PLC00001071,Life,86.7,23
PLC00008325,Health,153.29,7
PLC00002948,Travel,92.71,73
PLC00000359,Mobile,8.83,50
PLC00005373,Motor,115.42,75
PLC00006095,Travel,71.99,87
PLC00000296,Property,134.14,53
PLC00006971,Property,84.34,19
PLC00001491,Property,127.79,51
PLC00000828,Health,118.8,63
PLC00000251,Property,98.75,17
PLC00000143,Motor,115.99,21
PLC00006015,Mobile,8.02,32
PLC00005883,Property,112.57,82
PLC00004893,Motor,100.2,60
PLC00002179,Travel,96.16,52
PLC00005329,Life,77.01,114
PLC00005989,Property,96.78,108
PLC00002629,Travel,84.47,101
PLC00002383,Motor,132.6,59
PLC00004714,Health,132.78,82
PLC00002504,Life,87.68,88
PLC00007233,Property,135.29,10
PLC00009992,Life,92.15,89
PLC00002264,Property,156.29,55
PLC00001809,Property,113.39,44
PLC00008336,Life,53.62,11
PLC00001982,Travel,79.48,105
PLC00008229,Health,172.05,59
PLC00008312,Mobile,9.47,41
PLC00003945,Travel,81.87,83
PLC00005334,Mobile,10.91,104
PLC00009327,Property,143.46,32
PLC00004697,Health,153.42,110
PLC00008227,Travel,60.13,13
PLC00000310,Travel,57.87,10
PLC00009214,Travel,85.88,106
PLC00006994,Life,66.15,83
PLC00001717,Property,159.19,19
PLC00001399,Mobile,6.77,42
PLC00007729,Property,153.04,86
PLC00008537,Mobile,7.86,101
PLC00002099,Motor,124.69,41
PLC00009437,Life,79.9,43
PLC00008793,Property,153.16,24
PLC00007917,Health,178.52,60
PLC00005260,Travel,63.47,53
PLC00005065,Health,109.04,51
PLC00001600,Life,74.78,15
PLC00009302,Mobile,7.44,94
PLC00001147,Mobile,7.96,15
PLC00000556,Motor,134.86,67
PLC00003077,Motor,136.92,101
PLC00002020,Mobile,9.51,76
PLC00009428,Travel,93.85,70
PLC00006751,Property,81.99,71
PLC00007214,Life,90.3,117
PLC00004816,Life,65.6,49
PLC00000388,Life,56.79,114
PLC00001912,Life,57.38,44
PLC00009025,Health,185.27,118
PLC00007047,Mobile,7.86,96
PLC00006221,Health,108.52,43
PLC00009765,Health,144.12,107
PLC00005295,Life,85.71,19
PLC00006935,Property,133.17,49
PLC00006359,Travel,86.42,21
PLC00002250,Travel,77.29,89
PLC00005439,Motor,110.77,27
PLC00002745,Health,105.15,64
PLC00006791,Travel,59.43,17
PLC00001642,Mobile,6.96,20
PLC00005036,Travel,55.33,26
PLC00009248,Mobile,10.09,74
PLC00000444,Life,71.13,52
PLC00006862,Health,139.23,22
PLC00004184,Life,84.21,108
PLC00009131,Health,101.45,100
PLC00002390,Life,57.12,47
PLC00005613,Life,60.75,70
PLC00005287,Property,80.41,58
PLC00002359,Mobile,9.34,62
PLC00007810,Mobile,9.67,76
PLC00000259,Motor,127.63,99
PLC00007197,Motor,118.51,86
PLC00006097,Property,83.23,106
PLC00001454,Mobile,11.45,111
PLC00000033,Property,109.27,42
PLC00000341,Property,117.0,112
PLC00008031,Property,128.6,108
PLC00006371,Mobile,10.95,76
PLC00001613,Motor,78.83,81
PLC00002213,Property,97.2,87
PLC00009072,Mobile,9.03,41
PLC00009782,Health,161.62,69
PLC00003319,Life,63.23,69
PLC00008005,Property,147.92,51
PLC00008992,Life,67.48,99
PLC00008358,Health,139.42,30
PLC00002577,Mobile,7.06,94
PLC00005633,Health,193.37,109
PLC00009923,Mobile,10.89,27
PLC00003198,Mobile,8.39,112
PLC00004363,Mobile,9.44,67
PLC00003475,Health,112.85,45
PLC00004959,Mobile,9.57,71
PLC00000498,Health,160.38,16
PLC00003651,Life,51.03,31
PLC00009468,Motor,85.77,94
PLC00000597,Life,72.99,35
PLC00007710,Property,93.13,40
PLC00008257,Life,62.37,33
PLC00009139,Property,143.35,15
PLC00006894,Motor,89.08,16
PLC00009194,Motor,97.85,109
PLC00003418,Travel,87.06,45
PLC00007666,Mobile,8.12,29
PLC00007489,Motor,96.44,95
PLC00008126,Property,81.05,109
PLC00006176,Travel,64.01,83
PLC00005286,Travel,87.17,19
PLC00000370,Property,119.24,23
PLC00000360,Motor,90.34,106
PLC00000210,Property,142.31,23
PLC00004233,Mobile,9.26,25
PLC00000798,Health,190.37,23
PLC00002726,Property,125.75,47
PLC00005787,Property,105.79,33
PLC00007262,Mobile,10.3,57
PLC00005146,Travel,92.6,96
PLC00004743,Property,132.2,26
PLC00009682,Motor,104.68,28
PLC00004820,Property,115.62,57
PLC00001325,Life,83.91,48
PLC00008812,Health,143.26,104
PLC00003216,Life,99.02,110
PLC00003514,Motor,90.93,38
PLC00004724,Motor,111.36,19
PLC00004335,Property,94.33,85
PLC00003414,Health,116.33,98
PLC00003084,Motor,138.08,82
PLC00005060,Motor,77.15,59
PLC00000815,Mobile,8.35,49
PLC00000237,Property,103.51,19
PLC00004948,Life,95.74,100
PLC00001164,Property,115.66,66
PLC00007266,Life,72.58,58
PLC00002014,Travel,99.73,83
PLC00004457,Health,146.9,45
PLC00006431,Life,65.27,111
PLC00000385,Motor,116.15,98
PLC00009080,Life,53.55,69
PLC00002357,Travel,88.19,54
PLC00002742,Travel,96.52,119
PLC00005426,Travel,53.42,42
PLC00002287,Health,108.5,22
PLC00005873,Life,60.29,116
PLC00002022,Mobile,11.19,66
PLC00003870,Travel,65.04,55
PLC00009502,Motor,121.14,84
PLC00004551,Property,116.87,78
PLC00003584,Health,184.17,71
PLC00001715,Property,116.14,34
PLC00001350,Mobile,9.33,60
PLC00001225,Health,158.03,21
PLC00002236,Mobile,9.83,47
PLC00006659,Property,99.72,55
PLC00007553,Travel,56.41,113
PLC00001235,Property,123.81,68
PLC00006117,Motor,104.97,73
PLC00006510,Mobile,10.75,24
PLC00004901,Motor,111.52,56
PLC00004166,Life,98.33,6
PLC00007124,Health,101.15,80
PLC00002164,Travel,83.03,67
PLC00007145,Property,115.38,116
PLC00008095,Mobile,7.73,31
PLC00001718,Travel,72.85,49
PLC00004369,Mobile,11.79,118
PLC00005728,Life,53.24,79
PLC00006143,Mobile,6.53,119
PLC00008703,Health,181.27,36
PLC00002054,Property,89.8,83
PLC00001834,Motor,100.93,78
PLC00003461,Travel,71.54,75
PLC00000765,Motor,81.12,99
PLC00005121,Mobile,8.13,9
PLC00001864,Motor,126.71,97
PLC00006818,Health,164.51,22
PLC00000477,Motor,134.8,82
PLC00003965,Life,72.89,112
PLC00005606,Property,93.56,89
PLC00000255,Travel,78.86,76
PLC00003306,Travel,54.34,98
PLC00007069,Life,75.95,80
PLC00001978,Mobile,9.0,97
PLC00000311,Life,81.98,90
PLC00000585,Property,134.28,86
PLC00004833,Travel,84.84,104
PLC00009241,Mobile,11.08,77
PLC00008718,Property,90.68,61
PLC00002807,Health,168.6,84
PLC00001186,Health,117.22,109
PLC00000654,Health,116.95,68
PLC00004382,Travel,79.73,97
PLC00001024,Mobile,9.95,49
PLC00000114,Health,109.52,24
PLC00000404,Travel,94.75,29
PLC00007077,Motor,107.18,90
PLC00001119,Travel,94.17,94
PLC00009926,Motor,138.39,73
PLC00002828,Life,92.07,98
PLC00008784,Health,196.3,104
PLC00007516,Life,54.46,76
PLC00002205,Motor,99.44,17
PLC00001127,Life,69.69,70
PLC00007947,Mobile,8.05,105
PLC00001105,Motor,117.92,82
PLC00002903,Travel,63.59,100
PLC00007761,Health,198.05,39
PLC00004178,Health,117.32,25
PLC00008735,Travel,83.23,74
PLC00002043,Property,93.36,47
PLC00007089,Property,136.84,30
PLC00007452,Health,129.55,51
PLC00003790,Life,60.76,31
PLC00000965,Health,189.95,115
PLC00006070,Travel,83.0,11
PLC00002660,Health,194.05,28
PLC00009561,Travel,95.38,99
PLC00008831,Mobile,8.21,93
PLC00003276,Mobile,11.54,64
PLC00003551,Life,63.09,23
PLC00006517,Health,116.19,33
PLC00008417,Life,64.35,22
PLC00005981,Life,76.88,79
PLC00003281,Life,65.69,64
PLC00004514,Health,176.95,89
PLC00002299,Life,64.42,15
PLC00006384,Health,144.07,40
PLC00006635,Life,70.5,38
PLC00009882,Motor,75.28,91
PLC00005515,Health,169.53,57
PLC00004505,Property,97.11,90
PLC00009885,Life,60.07,53
PLC00002832,Property,127.6,111
PLC00001590,Life,50.73,79
PLC00003296,Property,95.87,93
PLC00003820,Mobile,10.45,40
PLC00007802,Travel,91.12,21
PLC00007458,Life,66.52,98
PLC00003191,Mobile,7.02,99
PLC00004509,Property,129.35,74
PLC00004391,Life,65.06,83
PLC00002441,Motor,84.1,57
PLC00009301,Motor,79.07,7
PLC00003259,Life,87.12,15
PLC00009292,Health,172.87,16
PLC00005762,Motor,71.49,105
PLC00009021,Mobile,10.89,15
PLC00008893,Property,156.78,8
PLC00008641,Life,66.71,30
PLC00008815,Mobile,6.75,67
PLC00002812,Motor,118.25,59
PLC00009035,Life,60.1,87
PLC00003724,Life,77.42,10
PLC00002156,Life,67.27,82
PLC00005641,Health,111.28,94
PLC00002601,Health,121.98,7
PLC00009913,Property,119.0,74
PLC00001670,Life,65.33,93
PLC00005701,Travel,81.33,79
PLC00008114,Mobile,10.85,86
PLC00007471,Mobile,9.3,84
PLC00008737,Motor,127.43,78
PLC00001980,Travel,83.53,106
PLC00006559,Health,108.02,91
PLC00007581,Life,66.06,77
PLC00004299,Travel,89.33,117
PLC00006506,Mobile,11.31,26
PLC00006026,Life,62.69,75
PLC00006893,Health,173.44,43
PLC00000168,Property,117.29,102
PLC00006748,Mobile,7.95,96
PLC00003821,Mobile,9.93,112
PLC00002013,Health,188.06,33
PLC00007423,Health,161.18,63
PLC00000771,Property,125.32,104
PLC00004744,Health,111.21,101
PLC00008109,Motor,89.66,101
PLC00000870,Life,59.19,98
PLC00002529,Travel,53.98,102
PLC00007405,Health,155.18,14
PLC00005059,Property,108.42,66
PLC00005020,Travel,87.15,65
PLC00009013,Mobile,7.96,117
PLC00002152,Property,87.66,78
PLC00004351,Travel,51.92,71
PLC00003666,Life,88.05,42
PLC00003171,Life,74.25,54
PLC00009224,Property,116.27,58
PLC00001780,Health,157.93,48
PLC00005546,Life,56.47,23
PLC00004343,Life,84.33,32
PLC00003008,Property,149.44,74
PLC00007482,Motor,138.28,82
PLC00002620,Mobile,10.1,107
PLC00006528,Motor,100.27,79
PLC00004240,Property,148.58,14
PLC00000764,Motor,95.24,9
PLC00005915,Life,76.98,97
PLC00007700,Mobile,10.24,24
PLC00009132,Mobile,10.36,10
PLC00002378,Motor,101.88,66
PLC00002634,Motor,120.92,113
PLC00005203,Life,60.54,86
PLC00000894,Life,86.26,38
PLC00003336,Travel,63.07,27
PLC00006189,Mobile,6.23,90
PLC00003030,Health,153.07,53
PLC00001917,Travel,89.26,24
PLC00007000,Health,151.5,93
PLC00004879,Health,123.52,31
PLC00006976,Property,86.5,117
PLC00002029,Life,83.32,20
PLC00008216,Life,93.98,39
PLC00001017,Health,153.32,72
PLC00004542,Travel,50.52,100
PLC00003029,Life,98.45,19
PLC00004357,Travel,57.7,116
PLC00000809,Health,130.24,30
PLC00004274,Motor,100.14,36
PLC00001227,Mobile,11.34,77
PLC00002564,Property,139.5,40
PLC00004596,Property,142.09,36
PLC00000361,Life,60.94,30
PLC00004279,Life,63.14,57
PLC00009269,Mobile,11.47,8
PLC00005014,Property,157.79,85
PLC00002507,Health,192.39,77
PLC00007039,Health,100.8,96
PLC00006005,Travel,56.46,115
PLC00002672,Travel,64.08,48
PLC00007805,Mobile,9.23,69
PLC00004574,Health,182.67,10
PLC00007685,Mobile,9.17,48
PLC00004898,Travel,63.53,46
PLC00007635,Property,141.97,58
PLC00004799,Motor,122.41,116
PLC00002756,Mobile,8.27,97
PLC00005109,Property,119.7,113
PLC00008310,Health,162.45,40
PLC00004989,Health,126.97,7
PLC00000868,Life,89.01,65
PLC00004441,Mobile,6.88,27
PLC00002059,Health,114.67,52
PLC00004096,Motor,90.52,105
PLC00003026,Property,85.61,23
PLC00002923,Health,142.62,83
